 Year  M D       IOSTZ       IOSAZ       IOPFZ       IOAAZ      IOSAACZ      POSTZ       POSAZ       POPFZ       POAAZ      POSAACZ      AOSTZ       AOSAZ       AOPFZ       AOAAZ      AOSAAC
 2009  4 15     0.03866     0.03519     0.03711         NaN         NaN     0.03822     0.03543         NaN         NaN         NaN     0.04847     0.06173     0.04471         NaN         NaN
 2009  6 15     0.03630     0.03209     0.03153     0.03552         NaN     0.03750     0.03247         NaN         NaN         NaN     0.04745     0.05517     0.03711     0.03365         NaN
 2009  7 16     0.03702     0.03244     0.03225     0.03088     0.03050     0.04100     0.03133     0.03065     0.03159         NaN     0.04433     0.05445     0.03611     0.03600     0.03209
 2009  8 16     0.04482     0.02726     0.03540     0.03086     0.02828     0.04788     0.03365     0.03336     0.03471         NaN         NaN         NaN         NaN         NaN         NaN
 2009  9 15     0.04555     0.03527     0.03533     0.03415     0.02680     0.05019     0.03380     0.03227     0.03378         NaN         NaN         NaN         NaN         NaN         NaN
 2009 10 16     0.03884     0.03867     0.03967     0.04150     0.03396     0.04061     0.03359     0.03588     0.04052     0.03931     0.04829     0.08129     0.04866     0.05215     0.04014
 2009 11 15     0.03658     0.03985     0.03742     0.04254     0.07320     0.03787     0.03978     0.04361     0.04709     0.07590     0.03964     0.06823     0.05217     0.04985     0.05260
 2009 12 16     0.03556     0.03750     0.03267     0.03691     0.05003     0.03502     0.03506     0.03419     0.04886     0.06689     0.03821     0.05911     0.04894     0.04527     0.05378
 2010  1 16     0.03856     0.03708     0.03241     0.03326     0.04368     0.03376     0.03546     0.03051     0.05054     0.06007     0.04007     0.06434     0.04801     0.04642     0.05178
 2010  2 14     0.03757     0.03660     0.03295     0.03395     0.03745     0.03445     0.03501     0.02943     0.04249     0.04927     0.04193     0.06432     0.04437     0.04591     0.04644
 2010  3 16     0.03723     0.03474     0.03189     0.03119     0.03110     0.03547     0.03338     0.02819     0.03313     0.03470     0.04251     0.06297     0.03880     0.03945     0.03440
 2010  4 15     0.03743     0.03422     0.03352     0.03529         NaN     0.03772     0.03502         NaN         NaN         NaN     0.04180     0.07888     0.04244     0.03593         NaN
 2010  5 16     0.03703     0.03319     0.03218         NaN         NaN     0.03927     0.03697         NaN         NaN         NaN     0.04418     0.08087         NaN         NaN         NaN
 2010  6 15     0.03602     0.03153     0.03258     0.03600         NaN     0.03784     0.03392         NaN         NaN         NaN     0.04461     0.08023     0.04195         NaN         NaN
 2010  7 16     0.03714     0.03221     0.03241     0.03146         NaN     0.03953     0.03186     0.02996     0.03087         NaN     0.04781     0.06734     0.03653     0.03603     0.03529
 2010  8 16     0.03819     0.03331     0.03326     0.03355     0.03882     0.04300     0.03230     0.02976     0.03158     0.03074     0.04900     0.06369     0.03897     0.03495     0.03219
 2010  9 15     0.04010     0.03336     0.03488     0.03882     0.03380     0.04567     0.03309     0.03134     0.03725     0.03665     0.04807     0.07923     0.04312     0.04678     0.03229
 2010 10 16     0.03910     0.03769     0.04167     0.04779     0.03349     0.03857     0.03525     0.03475     0.04636     0.07783     0.04465     0.06982     0.05164     0.05797     0.04209
 2010 11 15     0.03957     0.03735     0.04132     0.04842     0.04611     0.03517     0.03498     0.03755     0.04782     0.08892     0.04635     0.06140     0.05720     0.05636     0.05126
